;CD_CVM;CD_CONTA;ESCALA_MOEDA;DT_INI_EXERC;DT_FIM_EXERC;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
202;18376;3.11;MIL;2016-04-01;2016-06-30;Lucro/Prejuízo Consolidado do Período;107860.0;S
203;18376;3.99;MIL;2016-04-01;2016-06-30;Lucro por Ação - (Reais / Ação);0.0;N
212;18376;3.09;MIL;2016-07-01;2016-09-30;Resultado Líquido das Operações Continuadas;4536300.0;S
213;18376;3.10;MIL;2016-07-01;2016-09-30;Resultado Líquido de Operações Descontinuadas;0.0;S
214;18376;3.11;MIL;2016-07-01;2016-09-30;Lucro/Prejuízo Consolidado do Período;4536300.0;S
211;18376;3.08;MIL;2016-07-01;2016-09-30;Imposto de Renda e Contribuição Social sobre o Lucro;-2192753.0;S
215;18376;3.99;MIL;2016-07-01;2016-09-30;Lucro por Ação - (Reais / Ação);0.0;N
210;18376;3.07;MIL;2016-07-01;2016-09-30;Resultado Antes dos Tributos sobre o Lucro;6729053.0;S
207;18376;3.04;MIL;2016-07-01;2016-09-30;Despesas/Receitas Operacionais;154093.0;S
208;18376;3.05;MIL;2016-07-01;2016-09-30;Resultado Antes do Resultado Financeiro e dos Tributos;6754427.0;S
206;18376;3.03;MIL;2016-07-01;2016-09-30;Resultado Bruto;6600334.0;S
205;18376;3.02;MIL;2016-07-01;2016-09-30;Custo dos Bens e/ou Serviços Vendidos;-134585.0;S
204;18376;3.01;MIL;2016-07-01;2016-09-30;Receita de Venda de Bens e/ou Serviços;6734919.0;S
209;18376;3.06;MIL;2016-07-01;2016-09-30;Resultado Financeiro;-25374.0;S
661;18376;3.02;MIL;2016-10-01;2016-12-31;Custo dos Bens e/ou Serviços Vendidos;-144455.0;S
668;18376;3.09;MIL;2016-10-01;2016-12-31;Resultado Líquido das Operações Continuadas;206935.0;S
667;18376;3.08;MIL;2016-10-01;2016-12-31;Imposto de Renda e Contribuição Social sobre o Lucro;-81056.0;S
666;18376;3.07;MIL;2016-10-01;2016-12-31;Resultado Antes dos Tributos sobre o Lucro;287991.0;S
665;18376;3.06;MIL;2016-10-01;2016-12-31;Resultado Financeiro;-30500.0;S
664;18376;3.05;MIL;2016-10-01;2016-12-31;Resultado Antes do Resultado Financeiro e dos Tributos;318491.0;S
663;18376;3.04;MIL;2016-10-01;2016-12-31;Despesas/Receitas Operacionais;-34885.0;S
662;18376;3.03;MIL;2016-10-01;2016-12-31;Resultado Bruto;353376.0;S
660;18376;3.01;MIL;2016-10-01;2016-12-31;Receita de Venda de Bens e/ou Serviços;497831.0;S
671;18376;3.99;MIL;2016-10-01;2016-12-31;Lucro por Ação - (Reais / Ação);0.0;N
669;18376;3.10;MIL;2016-10-01;2016-12-31;Resultado Líquido de Operações Descontinuadas;0.0;S
670;18376;3.11;MIL;2016-10-01;2016-12-31;Lucro/Prejuízo Consolidado do Período;206935.0;S
226;18376;3.11;MIL;2017-01-01;2017-03-31;Lucro/Prejuízo Consolidado do Período;267158.0;S
227;18376;3.99;MIL;2017-01-01;2017-03-31;Lucro por Ação - (Reais / Ação);0.0;N
224;18376;3.09;MIL;2017-01-01;2017-03-31;Resultado Líquido das Operações Continuadas;267158.0;S
223;18376;3.08;MIL;2017-01-01;2017-03-31;Imposto de Renda e Contribuição Social sobre o Lucro;-98432.0;S
222;18376;3.07;MIL;2017-01-01;2017-03-31;Resultado Antes dos Tributos sobre o Lucro;365590.0;S
220;18376;3.05;MIL;2017-01-01;2017-03-31;Resultado Antes do Resultado Financeiro e dos Tributos;394859.0;S
219;18376;3.04;MIL;2017-01-01;2017-03-31;Despesas/Receitas Operacionais;19386.0;S
218;18376;3.03;MIL;2017-01-01;2017-03-31;Resultado Bruto;375473.0;S
217;18376;3.02;MIL;2017-01-01;2017-03-31;Custo dos Bens e/ou Serviços Vendidos;-155118.0;S
216;18376;3.01;MIL;2017-01-01;2017-03-31;Receita de Venda de Bens e/ou Serviços;530591.0;S
225;18376;3.10;MIL;2017-01-01;2017-03-31;Resultado Líquido de Operações Descontinuadas;0.0;S
221;18376;3.06;MIL;2017-01-01;2017-03-31;Resultado Financeiro;-29269.0;S
239;18376;3.99;MIL;2017-04-01;2017-06-30;Lucro por Ação - (Reais / Ação);0.0;N
231;18376;3.04;MIL;2017-04-01;2017-06-30;Despesas/Receitas Operacionais;-3766.0;S
232;18376;3.05;MIL;2017-04-01;2017-06-30;Resultado Antes do Resultado Financeiro e dos Tributos;769704.0;S
233;18376;3.06;MIL;2017-04-01;2017-06-30;Resultado Financeiro;-26436.0;S
234;18376;3.07;MIL;2017-04-01;2017-06-30;Resultado Antes dos Tributos sobre o Lucro;743268.0;S
235;18376;3.08;MIL;2017-04-01;2017-06-30;Imposto de Renda e Contribuição Social sobre o Lucro;-238568.0;S
236;18376;3.09;MIL;2017-04-01;2017-06-30;Resultado Líquido das Operações Continuadas;504700.0;S
237;18376;3.10;MIL;2017-04-01;2017-06-30;Resultado Líquido de Operações Descontinuadas;0.0;S
238;18376;3.11;MIL;2017-04-01;2017-06-30;Lucro/Prejuízo Consolidado do Período;504700.0;S
228;18376;3.01;MIL;2017-04-01;2017-06-30;Receita de Venda de Bens e/ou Serviços;895797.0;S
229;18376;3.02;MIL;2017-04-01;2017-06-30;Custo dos Bens e/ou Serviços Vendidos;-122327.0;S
230;18376;3.03;MIL;2017-04-01;2017-06-30;Resultado Bruto;773470.0;S
241;18376;3.02;MIL;2017-07-01;2017-09-30;Custo dos Bens e/ou Serviços Vendidos;-140804.0;S
251;18376;3.99;MIL;2017-07-01;2017-09-30;Lucro por Ação - (Reais / Ação);0.0;N
250;18376;3.11;MIL;2017-07-01;2017-09-30;Lucro/Prejuízo Consolidado do Período;454304.0;S
249;18376;3.10;MIL;2017-07-01;2017-09-30;Resultado Líquido de Operações Descontinuadas;0.0;S
248;18376;3.09;MIL;2017-07-01;2017-09-30;Resultado Líquido das Operações Continuadas;454304.0;S
247;18376;3.08;MIL;2017-07-01;2017-09-30;Imposto de Renda e Contribuição Social sobre o Lucro;-185328.0;S
246;18376;3.07;MIL;2017-07-01;2017-09-30;Resultado Antes dos Tributos sobre o Lucro;639632.0;S
245;18376;3.06;MIL;2017-07-01;2017-09-30;Resultado Financeiro;21854.0;S
244;18376;3.05;MIL;2017-07-01;2017-09-30;Resultado Antes do Resultado Financeiro e dos Tributos;617778.0;S
240;18376;3.01;MIL;2017-07-01;2017-09-30;Receita de Venda de Bens e/ou Serviços;744230.0;S
242;18376;3.03;MIL;2017-07-01;2017-09-30;Resultado Bruto;603426.0;S
243;18376;3.04;MIL;2017-07-01;2017-09-30;Despesas/Receitas Operacionais;14352.0;S
696;18376;3.01;MIL;2017-10-01;2017-12-31;Receita de Venda de Bens e/ou Serviços;530575.0;S
707;18376;3.99;MIL;2017-10-01;2017-12-31;Lucro por Ação - (Reais / Ação);0.0;N
706;18376;3.11;MIL;2017-10-01;2017-12-31;Lucro/Prejuízo Consolidado do Período;159298.0;S
705;18376;3.10;MIL;2017-10-01;2017-12-31;Resultado Líquido de Operações Descontinuadas;0.0;S
704;18376;3.09;MIL;2017-10-01;2017-12-31;Resultado Líquido das Operações Continuadas;159298.0;S
697;18376;3.02;MIL;2017-10-01;2017-12-31;Custo dos Bens e/ou Serviços Vendidos;-175029.0;S
702;18376;3.07;MIL;2017-10-01;2017-12-31;Resultado Antes dos Tributos sobre o Lucro;232615.0;S
701;18376;3.06;MIL;2017-10-01;2017-12-31;Resultado Financeiro;-32365.0;S
700;18376;3.05;MIL;2017-10-01;2017-12-31;Resultado Antes do Resultado Financeiro e dos Tributos;264980.0;S
699;18376;3.04;MIL;2017-10-01;2017-12-31;Despesas/Receitas Operacionais;-90566.0;S
698;18376;3.03;MIL;2017-10-01;2017-12-31;Resultado Bruto;355546.0;S
703;18376;3.08;MIL;2017-10-01;2017-12-31;Imposto de Renda e Contribuição Social sobre o Lucro;-73317.0;S
262;18376;3.11;MIL;2018-01-01;2018-03-31;Lucro/Prejuízo Consolidado do Período;240408.0;S
261;18376;3.10;MIL;2018-01-01;2018-03-31;Resultado Líquido de Operações Descontinuadas;0.0;S
260;18376;3.09;MIL;2018-01-01;2018-03-31;Resultado Líquido das Operações Continuadas;240408.0;S
259;18376;3.08;MIL;2018-01-01;2018-03-31;Imposto de Renda e Contribuição Social sobre o Lucro;-105696.0;S
258;18376;3.07;MIL;2018-01-01;2018-03-31;Resultado Antes dos Tributos sobre o Lucro;346104.0;S
257;18376;3.06;MIL;2018-01-01;2018-03-31;Resultado Financeiro;-35293.0;S
256;18376;3.05;MIL;2018-01-01;2018-03-31;Resultado Antes do Resultado Financeiro e dos Tributos;381397.0;S
255;18376;3.04;MIL;2018-01-01;2018-03-31;Despesas/Receitas Operacionais;-12914.0;S
254;18376;3.03;MIL;2018-01-01;2018-03-31;Resultado Bruto;394311.0;S
263;18376;3.99;MIL;2018-01-01;2018-03-31;Lucro por Ação - (Reais / Ação);0.0;N
253;18376;3.02;MIL;2018-01-01;2018-03-31;Custo dos Bens e/ou Serviços Vendidos;-152296.0;S
252;18376;3.01;MIL;2018-01-01;2018-03-31;Receita de Venda de Bens e/ou Serviços;546607.0;S
266;18376;3.03;MIL;2018-04-01;2018-06-30;Resultado Bruto;380130.0;S
264;18376;3.01;MIL;2018-04-01;2018-06-30;Receita de Venda de Bens e/ou Serviços;580601.0;S
265;18376;3.02;MIL;2018-04-01;2018-06-30;Custo dos Bens e/ou Serviços Vendidos;-200471.0;S
274;18376;3.11;MIL;2018-04-01;2018-06-30;Lucro/Prejuízo Consolidado do Período;248066.0;S
273;18376;3.10;MIL;2018-04-01;2018-06-30;Resultado Líquido de Operações Descontinuadas;0.0;S
275;18376;3.99;MIL;2018-04-01;2018-06-30;Lucro por Ação - (Reais / Ação);0.0;N
271;18376;3.08;MIL;2018-04-01;2018-06-30;Imposto de Renda e Contribuição Social sobre o Lucro;-103759.0;S
270;18376;3.07;MIL;2018-04-01;2018-06-30;Resultado Antes dos Tributos sobre o Lucro;351825.0;S
269;18376;3.06;MIL;2018-04-01;2018-06-30;Resultado Financeiro;-25692.0;S
268;18376;3.05;MIL;2018-04-01;2018-06-30;Resultado Antes do Resultado Financeiro e dos Tributos;377517.0;S
272;18376;3.09;MIL;2018-04-01;2018-06-30;Resultado Líquido das Operações Continuadas;248066.0;S
267;18376;3.04;MIL;2018-04-01;2018-06-30;Despesas/Receitas Operacionais;-2613.0;S
281;18376;3.06;MIL;2018-07-01;2018-09-30;Resultado Financeiro;-49331.0;S
277;18376;3.02;MIL;2018-07-01;2018-09-30;Custo dos Bens e/ou Serviços Vendidos;-164419.0;S
278;18376;3.03;MIL;2018-07-01;2018-09-30;Resultado Bruto;866000.0;S
279;18376;3.04;MIL;2018-07-01;2018-09-30;Despesas/Receitas Operacionais;67492.0;S
280;18376;3.05;MIL;2018-07-01;2018-09-30;Resultado Antes do Resultado Financeiro e dos Tributos;933492.0;S
276;18376;3.01;MIL;2018-07-01;2018-09-30;Receita de Venda de Bens e/ou Serviços;1030419.0;S
284;18376;3.09;MIL;2018-07-01;2018-09-30;Resultado Líquido das Operações Continuadas;695219.0;S
285;18376;3.10;MIL;2018-07-01;2018-09-30;Resultado Líquido de Operações Descontinuadas;0.0;S
286;18376;3.11;MIL;2018-07-01;2018-09-30;Lucro/Prejuízo Consolidado do Período;695219.0;S
287;18376;3.99;MIL;2018-07-01;2018-09-30;Lucro por Ação - (Reais / Ação);0.0;N
282;18376;3.07;MIL;2018-07-01;2018-09-30;Resultado Antes dos Tributos sobre o Lucro;884161.0;S
283;18376;3.08;MIL;2018-07-01;2018-09-30;Imposto de Renda e Contribuição Social sobre o Lucro;-188942.0;S
733;18376;3.02;MIL;2018-10-01;2018-12-31;Custo dos Bens e/ou Serviços Vendidos;-208060.0;S
734;18376;3.03;MIL;2018-10-01;2018-12-31;Resultado Bruto;818967.0;S
735;18376;3.04;MIL;2018-10-01;2018-12-31;Despesas/Receitas Operacionais;-52515.0;S
736;18376;3.05;MIL;2018-10-01;2018-12-31;Resultado Antes do Resultado Financeiro e dos Tributos;766452.0;S
737;18376;3.06;MIL;2018-10-01;2018-12-31;Resultado Financeiro;-31898.0;S
738;18376;3.07;MIL;2018-10-01;2018-12-31;Resultado Antes dos Tributos sobre o Lucro;734554.0;S
739;18376;3.08;MIL;2018-10-01;2018-12-31;Imposto de Renda e Contribuição Social sobre o Lucro;-23002.0;S
740;18376;3.09;MIL;2018-10-01;2018-12-31;Resultado Líquido das Operações Continuadas;711552.0;S
741;18376;3.10;MIL;2018-10-01;2018-12-31;Resultado Líquido de Operações Descontinuadas;0.0;S
742;18376;3.11;MIL;2018-10-01;2018-12-31;Lucro/Prejuízo Consolidado do Período;711552.0;S
743;18376;3.99;MIL;2018-10-01;2018-12-31;Lucro por Ação - (Reais / Ação);0.0;N
732;18376;3.01;MIL;2018-10-01;2018-12-31;Receita de Venda de Bens e/ou Serviços;1027027.0;S
298;18376;3.11;MIL;2019-01-01;2019-03-31;Lucro/Prejuízo Consolidado do Período;357391.0;S
297;18376;3.10;MIL;2019-01-01;2019-03-31;Resultado Líquido de Operações Descontinuadas;0.0;S
296;18376;3.09;MIL;2019-01-01;2019-03-31;Resultado Líquido das Operações Continuadas;357391.0;S
295;18376;3.08;MIL;2019-01-01;2019-03-31;Imposto de Renda e Contribuição Social sobre o Lucro;-151873.0;S
294;18376;3.07;MIL;2019-01-01;2019-03-31;Resultado Antes dos Tributos sobre o Lucro;509264.0;S
293;18376;3.06;MIL;2019-01-01;2019-03-31;Resultado Financeiro;-54876.0;S
292;18376;3.05;MIL;2019-01-01;2019-03-31;Resultado Antes do Resultado Financeiro e dos Tributos;564140.0;S
291;18376;3.04;MIL;2019-01-01;2019-03-31;Despesas/Receitas Operacionais;-5185.0;S
290;18376;3.03;MIL;2019-01-01;2019-03-31;Resultado Bruto;569325.0;S
289;18376;3.02;MIL;2019-01-01;2019-03-31;Custo dos Bens e/ou Serviços Vendidos;-162971.0;S
288;18376;3.01;MIL;2019-01-01;2019-03-31;Receita de Venda de Bens e/ou Serviços;732296.0;S
299;18376;3.99;MIL;2019-01-01;2019-03-31;Lucro por Ação - (Reais / Ação);0.0;N
311;18376;3.99;MIL;2019-04-01;2019-06-30;Lucro por Ação - (Reais / Ação);0.0;N
310;18376;3.11;MIL;2019-04-01;2019-06-30;Lucro/Prejuízo Consolidado do Período;462681.0;S
302;18376;3.03;MIL;2019-04-01;2019-06-30;Resultado Bruto;725048.0;S
301;18376;3.02;MIL;2019-04-01;2019-06-30;Custo dos Bens e/ou Serviços Vendidos;-234744.0;S
300;18376;3.01;MIL;2019-04-01;2019-06-30;Receita de Venda de Bens e/ou Serviços;959792.0;S
305;18376;3.06;MIL;2019-04-01;2019-06-30;Resultado Financeiro;-49160.0;S
306;18376;3.07;MIL;2019-04-01;2019-06-30;Resultado Antes dos Tributos sobre o Lucro;651361.0;S
307;18376;3.08;MIL;2019-04-01;2019-06-30;Imposto de Renda e Contribuição Social sobre o Lucro;-188680.0;S
308;18376;3.09;MIL;2019-04-01;2019-06-30;Resultado Líquido das Operações Continuadas;462681.0;S
309;18376;3.10;MIL;2019-04-01;2019-06-30;Resultado Líquido de Operações Descontinuadas;0.0;S
303;18376;3.04;MIL;2019-04-01;2019-06-30;Despesas/Receitas Operacionais;-24527.0;S
304;18376;3.05;MIL;2019-04-01;2019-06-30;Resultado Antes do Resultado Financeiro e dos Tributos;700521.0;S
320;18376;3.09;MIL;2019-07-01;2019-09-30;Resultado Líquido das Operações Continuadas;439419.0;S
321;18376;3.10;MIL;2019-07-01;2019-09-30;Resultado Líquido de Operações Descontinuadas;0.0;S
323;18376;3.99;MIL;2019-07-01;2019-09-30;Lucro por Ação - (Reais / Ação);0.0;N
322;18376;3.11;MIL;2019-07-01;2019-09-30;Lucro/Prejuízo Consolidado do Período;439419.0;S
313;18376;3.02;MIL;2019-07-01;2019-09-30;Custo dos Bens e/ou Serviços Vendidos;-278258.0;S
314;18376;3.03;MIL;2019-07-01;2019-09-30;Resultado Bruto;458568.0;S
312;18376;3.01;MIL;2019-07-01;2019-09-30;Receita de Venda de Bens e/ou Serviços;736826.0;S
316;18376;3.05;MIL;2019-07-01;2019-09-30;Resultado Antes do Resultado Financeiro e dos Tributos;460154.0;S
317;18376;3.06;MIL;2019-07-01;2019-09-30;Resultado Financeiro;-34802.0;S
318;18376;3.07;MIL;2019-07-01;2019-09-30;Resultado Antes dos Tributos sobre o Lucro;425352.0;S
319;18376;3.08;MIL;2019-07-01;2019-09-30;Imposto de Renda e Contribuição Social sobre o Lucro;14067.0;S
315;18376;3.04;MIL;2019-07-01;2019-09-30;Despesas/Receitas Operacionais;1586.0;S
773;18376;3.06;MIL;2019-10-01;2019-12-31;Resultado Financeiro;-46421.0;S
768;18376;3.01;MIL;2019-10-01;2019-12-31;Receita de Venda de Bens e/ou Serviços;876241.0;S
769;18376;3.02;MIL;2019-10-01;2019-12-31;Custo dos Bens e/ou Serviços Vendidos;-276204.0;S
771;18376;3.04;MIL;2019-10-01;2019-12-31;Despesas/Receitas Operacionais;16320.0;S
772;18376;3.05;MIL;2019-10-01;2019-12-31;Resultado Antes do Resultado Financeiro e dos Tributos;616357.0;S
774;18376;3.07;MIL;2019-10-01;2019-12-31;Resultado Antes dos Tributos sobre o Lucro;569936.0;S
778;18376;3.11;MIL;2019-10-01;2019-12-31;Lucro/Prejuízo Consolidado do Período;519960.0;S
776;18376;3.09;MIL;2019-10-01;2019-12-31;Resultado Líquido das Operações Continuadas;519960.0;S
777;18376;3.10;MIL;2019-10-01;2019-12-31;Resultado Líquido de Operações Descontinuadas;0.0;S
779;18376;3.99;MIL;2019-10-01;2019-12-31;Lucro por Ação - (Reais / Ação);0.0;N
775;18376;3.08;MIL;2019-10-01;2019-12-31;Imposto de Renda e Contribuição Social sobre o Lucro;-49976.0;S
770;18376;3.03;MIL;2019-10-01;2019-12-31;Resultado Bruto;600037.0;S
326;18376;3.03;MIL;2020-01-01;2020-03-31;Resultado Bruto;572302.0;S
327;18376;3.04;MIL;2020-01-01;2020-03-31;Despesas/Receitas Operacionais;32044.0;S
325;18376;3.02;MIL;2020-01-01;2020-03-31;Custo dos Bens e/ou Serviços Vendidos;-233201.0;S
324;18376;3.01;MIL;2020-01-01;2020-03-31;Receita de Venda de Bens e/ou Serviços;805503.0;S
328;18376;3.05;MIL;2020-01-01;2020-03-31;Resultado Antes do Resultado Financeiro e dos Tributos;604346.0;S
333;18376;3.10;MIL;2020-01-01;2020-03-31;Resultado Líquido de Operações Descontinuadas;0.0;S
330;18376;3.07;MIL;2020-01-01;2020-03-31;Resultado Antes dos Tributos sobre o Lucro;555035.0;S
329;18376;3.06;MIL;2020-01-01;2020-03-31;Resultado Financeiro;-49311.0;S
334;18376;3.11;MIL;2020-01-01;2020-03-31;Lucro/Prejuízo Consolidado do Período;407951.0;S
331;18376;3.08;MIL;2020-01-01;2020-03-31;Imposto de Renda e Contribuição Social sobre o Lucro;-147084.0;S
332;18376;3.09;MIL;2020-01-01;2020-03-31;Resultado Líquido das Operações Continuadas;407951.0;S
335;18376;3.99;MIL;2020-01-01;2020-03-31;Lucro por Ação - (Reais / Ação);0.0;N
337;18376;3.02;MIL;2020-04-01;2020-06-30;Custo dos Bens e/ou Serviços Vendidos;-284979.0;S
336;18376;3.01;MIL;2020-04-01;2020-06-30;Receita de Venda de Bens e/ou Serviços;1518071.0;S
347;18376;3.99;MIL;2020-04-01;2020-06-30;Lucro por Ação - (Reais / Ação);0.0;N
345;18376;3.10;MIL;2020-04-01;2020-06-30;Resultado Líquido de Operações Descontinuadas;0.0;S
344;18376;3.09;MIL;2020-04-01;2020-06-30;Resultado Líquido das Operações Continuadas;880506.0;S
346;18376;3.11;MIL;2020-04-01;2020-06-30;Lucro/Prejuízo Consolidado do Período;880506.0;S
342;18376;3.07;MIL;2020-04-01;2020-06-30;Resultado Antes dos Tributos sobre o Lucro;1219987.0;S
341;18376;3.06;MIL;2020-04-01;2020-06-30;Resultado Financeiro;-27825.0;S
340;18376;3.05;MIL;2020-04-01;2020-06-30;Resultado Antes do Resultado Financeiro e dos Tributos;1247812.0;S
339;18376;3.04;MIL;2020-04-01;2020-06-30;Despesas/Receitas Operacionais;14720.0;S
338;18376;3.03;MIL;2020-04-01;2020-06-30;Resultado Bruto;1233092.0;S
343;18376;3.08;MIL;2020-04-01;2020-06-30;Imposto de Renda e Contribuição Social sobre o Lucro;-339481.0;S
358;18376;3.11;MIL;2020-07-01;2020-09-30;Lucro/Prejuízo Consolidado do Período;495773.0;S
357;18376;3.10;MIL;2020-07-01;2020-09-30;Resultado Líquido de Operações Descontinuadas;0.0;S
356;18376;3.09;MIL;2020-07-01;2020-09-30;Resultado Líquido das Operações Continuadas;495773.0;S
355;18376;3.08;MIL;2020-07-01;2020-09-30;Imposto de Renda e Contribuição Social sobre o Lucro;-173636.0;S
354;18376;3.07;MIL;2020-07-01;2020-09-30;Resultado Antes dos Tributos sobre o Lucro;669409.0;S
353;18376;3.06;MIL;2020-07-01;2020-09-30;Resultado Financeiro;-54557.0;S
352;18376;3.05;MIL;2020-07-01;2020-09-30;Resultado Antes do Resultado Financeiro e dos Tributos;723966.0;S
351;18376;3.04;MIL;2020-07-01;2020-09-30;Despesas/Receitas Operacionais;-46213.0;S
350;18376;3.03;MIL;2020-07-01;2020-09-30;Resultado Bruto;770179.0;S
359;18376;3.99;MIL;2020-07-01;2020-09-30;Lucro por Ação - (Reais / Ação);0.0;N
348;18376;3.01;MIL;2020-07-01;2020-09-30;Receita de Venda de Bens e/ou Serviços;1071575.0;S
349;18376;3.02;MIL;2020-07-01;2020-09-30;Custo dos Bens e/ou Serviços Vendidos;-301396.0;S
814;18376;3.11;MIL;2020-10-01;2020-12-31;Lucro/Prejuízo Consolidado do Período;1598420.0;S
813;18376;3.10;MIL;2020-10-01;2020-12-31;Resultado Líquido de Operações Descontinuadas;0.0;S
812;18376;3.09;MIL;2020-10-01;2020-12-31;Resultado Líquido das Operações Continuadas;1598420.0;S
811;18376;3.08;MIL;2020-10-01;2020-12-31;Imposto de Renda e Contribuição Social sobre o Lucro;-175216.0;S
810;18376;3.07;MIL;2020-10-01;2020-12-31;Resultado Antes dos Tributos sobre o Lucro;1773636.0;S
804;18376;3.01;MIL;2020-10-01;2020-12-31;Receita de Venda de Bens e/ou Serviços;301279.0;S
808;18376;3.05;MIL;2020-10-01;2020-12-31;Resultado Antes do Resultado Financeiro e dos Tributos;1851118.0;S
809;18376;3.06;MIL;2020-10-01;2020-12-31;Resultado Financeiro;-77482.0;S
805;18376;3.02;MIL;2020-10-01;2020-12-31;Custo dos Bens e/ou Serviços Vendidos;-316412.0;S
815;18376;3.99;MIL;2020-10-01;2020-12-31;Lucro por Ação - (Reais / Ação);0.0;N
807;18376;3.04;MIL;2020-10-01;2020-12-31;Despesas/Receitas Operacionais;1866251.0;S
806;18376;3.03;MIL;2020-10-01;2020-12-31;Resultado Bruto;-15133.0;S
371;18376;3.99;MIL;2021-01-01;2021-03-31;Lucro por Ação - (Reais / Ação);0.0;N
360;18376;3.01;MIL;2021-01-01;2021-03-31;Receita de Venda de Bens e/ou Serviços;1088017.0;S
361;18376;3.02;MIL;2021-01-01;2021-03-31;Custo dos Bens e/ou Serviços Vendidos;-282678.0;S
362;18376;3.03;MIL;2021-01-01;2021-03-31;Resultado Bruto;805339.0;S
364;18376;3.05;MIL;2021-01-01;2021-03-31;Resultado Antes do Resultado Financeiro e dos Tributos;876332.0;S
366;18376;3.07;MIL;2021-01-01;2021-03-31;Resultado Antes dos Tributos sobre o Lucro;760563.0;S
367;18376;3.08;MIL;2021-01-01;2021-03-31;Imposto de Renda e Contribuição Social sobre o Lucro;-176084.0;S
368;18376;3.09;MIL;2021-01-01;2021-03-31;Resultado Líquido das Operações Continuadas;584479.0;S
369;18376;3.10;MIL;2021-01-01;2021-03-31;Resultado Líquido de Operações Descontinuadas;0.0;S
370;18376;3.11;MIL;2021-01-01;2021-03-31;Lucro/Prejuízo Consolidado do Período;584479.0;S
363;18376;3.04;MIL;2021-01-01;2021-03-31;Despesas/Receitas Operacionais;70993.0;S
365;18376;3.06;MIL;2021-01-01;2021-03-31;Resultado Financeiro;-115769.0;S
383;18376;3.99;MIL;2021-04-01;2021-06-30;Lucro por Ação - (Reais / Ação);0.0;N
372;18376;3.01;MIL;2021-04-01;2021-06-30;Receita de Venda de Bens e/ou Serviços;1511135.0;S
373;18376;3.02;MIL;2021-04-01;2021-06-30;Custo dos Bens e/ou Serviços Vendidos;-329981.0;S
374;18376;3.03;MIL;2021-04-01;2021-06-30;Resultado Bruto;1181154.0;S
375;18376;3.04;MIL;2021-04-01;2021-06-30;Despesas/Receitas Operacionais;135107.0;S
376;18376;3.05;MIL;2021-04-01;2021-06-30;Resultado Antes do Resultado Financeiro e dos Tributos;1316261.0;S
378;18376;3.07;MIL;2021-04-01;2021-06-30;Resultado Antes dos Tributos sobre o Lucro;1177329.0;S
379;18376;3.08;MIL;2021-04-01;2021-06-30;Imposto de Renda e Contribuição Social sobre o Lucro;-323918.0;S
380;18376;3.09;MIL;2021-04-01;2021-06-30;Resultado Líquido das Operações Continuadas;853411.0;S
381;18376;3.10;MIL;2021-04-01;2021-06-30;Resultado Líquido de Operações Descontinuadas;0.0;S
382;18376;3.11;MIL;2021-04-01;2021-06-30;Lucro/Prejuízo Consolidado do Período;853411.0;S
377;18376;3.06;MIL;2021-04-01;2021-06-30;Resultado Financeiro;-138932.0;S
385;18376;3.02;MIL;2021-07-01;2021-09-30;Custo dos Bens e/ou Serviços Vendidos;-398037.0;S
395;18376;3.99;MIL;2021-07-01;2021-09-30;Lucro por Ação - (Reais / Ação);0.0;N
393;18376;3.10;MIL;2021-07-01;2021-09-30;Resultado Líquido de Operações Descontinuadas;0.0;S
392;18376;3.09;MIL;2021-07-01;2021-09-30;Resultado Líquido das Operações Continuadas;728426.0;S
384;18376;3.01;MIL;2021-07-01;2021-09-30;Receita de Venda de Bens e/ou Serviços;1497665.0;S
394;18376;3.11;MIL;2021-07-01;2021-09-30;Lucro/Prejuízo Consolidado do Período;728426.0;S
391;18376;3.08;MIL;2021-07-01;2021-09-30;Imposto de Renda e Contribuição Social sobre o Lucro;-248773.0;S
389;18376;3.06;MIL;2021-07-01;2021-09-30;Resultado Financeiro;-160000.0;S
388;18376;3.05;MIL;2021-07-01;2021-09-30;Resultado Antes do Resultado Financeiro e dos Tributos;1137199.0;S
387;18376;3.04;MIL;2021-07-01;2021-09-30;Despesas/Receitas Operacionais;37571.0;S
386;18376;3.03;MIL;2021-07-01;2021-09-30;Resultado Bruto;1099628.0;S
390;18376;3.07;MIL;2021-07-01;2021-09-30;Resultado Antes dos Tributos sobre o Lucro;977199.0;S
851;18376;3.99;MIL;2021-10-01;2021-12-31;Lucro por Ação - (Reais / Ação);0.0;N
850;18376;3.11;MIL;2021-10-01;2021-12-31;Lucro/Prejuízo Consolidado do Período;871492.0;S
849;18376;3.10;MIL;2021-10-01;2021-12-31;Resultado Líquido de Operações Descontinuadas;0.0;S
848;18376;3.09;MIL;2021-10-01;2021-12-31;Resultado Líquido das Operações Continuadas;871492.0;S
847;18376;3.08;MIL;2021-10-01;2021-12-31;Imposto de Renda e Contribuição Social sobre o Lucro;-19641.0;S
841;18376;3.02;MIL;2021-10-01;2021-12-31;Custo dos Bens e/ou Serviços Vendidos;-401767.0;S
845;18376;3.06;MIL;2021-10-01;2021-12-31;Resultado Financeiro;-216292.0;S
843;18376;3.04;MIL;2021-10-01;2021-12-31;Despesas/Receitas Operacionais;71880.0;S
842;18376;3.03;MIL;2021-10-01;2021-12-31;Resultado Bruto;1035545.0;S
