;CD_CVM;CD_CONTA;ESCALA_MOEDA;DT_INI_EXERC;DT_FIM_EXERC;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
200;21490;3.09;MIL;2016-07-01;2016-09-30;Resultado Líquido das Operações Continuadas;119074.0;S
201;21490;3.10;MIL;2016-07-01;2016-09-30;Resultado Líquido de Operações Descontinuadas;0.0;S
203;21490;3.99;MIL;2016-07-01;2016-09-30;Lucro por Ação - (Reais / Ação);0.0;N
638;21490;3.03;MIL;2016-10-01;2016-12-31;Resultado Bruto;284901.0;S
639;21490;3.04;MIL;2016-10-01;2016-12-31;Despesas/Receitas Operacionais;50651.0;S
640;21490;3.05;MIL;2016-10-01;2016-12-31;Resultado Antes do Resultado Financeiro e dos Tributos;335552.0;S
641;21490;3.06;MIL;2016-10-01;2016-12-31;Resultado Financeiro;-92021.0;S
647;21490;3.99;MIL;2016-10-01;2016-12-31;Lucro por Ação - (Reais / Ação);0.0;N
643;21490;3.08;MIL;2016-10-01;2016-12-31;Imposto de Renda e Contribuição Social sobre o Lucro;-11982.0;S
644;21490;3.09;MIL;2016-10-01;2016-12-31;Resultado Líquido das Operações Continuadas;231549.0;S
637;21490;3.02;MIL;2016-10-01;2016-12-31;Custo dos Bens e/ou Serviços Vendidos;-78318.0;S
642;21490;3.07;MIL;2016-10-01;2016-12-31;Resultado Antes dos Tributos sobre o Lucro;243531.0;S
636;21490;3.01;MIL;2016-10-01;2016-12-31;Receita de Venda de Bens e/ou Serviços;363219.0;S
646;21490;3.11;MIL;2016-10-01;2016-12-31;Lucro/Prejuízo Consolidado do Período;231549.0;S
645;21490;3.10;MIL;2016-10-01;2016-12-31;Resultado Líquido de Operações Descontinuadas;0.0;S
214;21490;3.11;MIL;2017-01-01;2017-03-31;Lucro/Prejuízo Consolidado do Período;165237.0;S
212;21490;3.09;MIL;2017-01-01;2017-03-31;Resultado Líquido das Operações Continuadas;165237.0;S
211;21490;3.08;MIL;2017-01-01;2017-03-31;Imposto de Renda e Contribuição Social sobre o Lucro;-22946.0;S
210;21490;3.07;MIL;2017-01-01;2017-03-31;Resultado Antes dos Tributos sobre o Lucro;188183.0;S
209;21490;3.06;MIL;2017-01-01;2017-03-31;Resultado Financeiro;-93825.0;S
207;21490;3.04;MIL;2017-01-01;2017-03-31;Despesas/Receitas Operacionais;-14113.0;S
206;21490;3.03;MIL;2017-01-01;2017-03-31;Resultado Bruto;296121.0;S
205;21490;3.02;MIL;2017-01-01;2017-03-31;Custo dos Bens e/ou Serviços Vendidos;-80724.0;S
204;21490;3.01;MIL;2017-01-01;2017-03-31;Receita de Venda de Bens e/ou Serviços;376845.0;S
213;21490;3.10;MIL;2017-01-01;2017-03-31;Resultado Líquido de Operações Descontinuadas;0.0;S
208;21490;3.05;MIL;2017-01-01;2017-03-31;Resultado Antes do Resultado Financeiro e dos Tributos;282008.0;S
215;21490;3.99;MIL;2017-01-01;2017-03-31;Lucro por Ação - (Reais / Ação);0.0;N
227;21490;3.99;MIL;2017-04-01;2017-06-30;Lucro por Ação - (Reais / Ação);0.0;N
224;21490;3.09;MIL;2017-04-01;2017-06-30;Resultado Líquido das Operações Continuadas;130594.0;S
223;21490;3.08;MIL;2017-04-01;2017-06-30;Imposto de Renda e Contribuição Social sobre o Lucro;-33101.0;S
222;21490;3.07;MIL;2017-04-01;2017-06-30;Resultado Antes dos Tributos sobre o Lucro;163695.0;S
221;21490;3.06;MIL;2017-04-01;2017-06-30;Resultado Financeiro;-75290.0;S
220;21490;3.05;MIL;2017-04-01;2017-06-30;Resultado Antes do Resultado Financeiro e dos Tributos;238985.0;S
219;21490;3.04;MIL;2017-04-01;2017-06-30;Despesas/Receitas Operacionais;-16167.0;S
218;21490;3.03;MIL;2017-04-01;2017-06-30;Resultado Bruto;255152.0;S
217;21490;3.02;MIL;2017-04-01;2017-06-30;Custo dos Bens e/ou Serviços Vendidos;-117885.0;S
216;21490;3.01;MIL;2017-04-01;2017-06-30;Receita de Venda de Bens e/ou Serviços;373037.0;S
226;21490;3.11;MIL;2017-04-01;2017-06-30;Lucro/Prejuízo Consolidado do Período;130594.0;S
225;21490;3.10;MIL;2017-04-01;2017-06-30;Resultado Líquido de Operações Descontinuadas;0.0;S
228;21490;3.01;MIL;2017-07-01;2017-09-30;Receita de Venda de Bens e/ou Serviços;392099.0;S
238;21490;3.11;MIL;2017-07-01;2017-09-30;Lucro/Prejuízo Consolidado do Período;202855.0;S
229;21490;3.02;MIL;2017-07-01;2017-09-30;Custo dos Bens e/ou Serviços Vendidos;-94746.0;S
230;21490;3.03;MIL;2017-07-01;2017-09-30;Resultado Bruto;297353.0;S
231;21490;3.04;MIL;2017-07-01;2017-09-30;Despesas/Receitas Operacionais;-8127.0;S
232;21490;3.05;MIL;2017-07-01;2017-09-30;Resultado Antes do Resultado Financeiro e dos Tributos;289226.0;S
233;21490;3.06;MIL;2017-07-01;2017-09-30;Resultado Financeiro;-41225.0;S
234;21490;3.07;MIL;2017-07-01;2017-09-30;Resultado Antes dos Tributos sobre o Lucro;248001.0;S
235;21490;3.08;MIL;2017-07-01;2017-09-30;Imposto de Renda e Contribuição Social sobre o Lucro;-45146.0;S
236;21490;3.09;MIL;2017-07-01;2017-09-30;Resultado Líquido das Operações Continuadas;202855.0;S
237;21490;3.10;MIL;2017-07-01;2017-09-30;Resultado Líquido de Operações Descontinuadas;0.0;S
239;21490;3.99;MIL;2017-07-01;2017-09-30;Lucro por Ação - (Reais / Ação);0.0;N
674;21490;3.03;MIL;2017-10-01;2017-12-31;Resultado Bruto;282484.0;S
672;21490;3.01;MIL;2017-10-01;2017-12-31;Receita de Venda de Bens e/ou Serviços;396210.0;S
673;21490;3.02;MIL;2017-10-01;2017-12-31;Custo dos Bens e/ou Serviços Vendidos;-113726.0;S
675;21490;3.04;MIL;2017-10-01;2017-12-31;Despesas/Receitas Operacionais;-21981.0;S
676;21490;3.05;MIL;2017-10-01;2017-12-31;Resultado Antes do Resultado Financeiro e dos Tributos;260503.0;S
677;21490;3.06;MIL;2017-10-01;2017-12-31;Resultado Financeiro;-70661.0;S
679;21490;3.08;MIL;2017-10-01;2017-12-31;Imposto de Renda e Contribuição Social sobre o Lucro;17197.0;S
680;21490;3.09;MIL;2017-10-01;2017-12-31;Resultado Líquido das Operações Continuadas;207039.0;S
681;21490;3.10;MIL;2017-10-01;2017-12-31;Resultado Líquido de Operações Descontinuadas;0.0;S
682;21490;3.11;MIL;2017-10-01;2017-12-31;Lucro/Prejuízo Consolidado do Período;207039.0;S
683;21490;3.99;MIL;2017-10-01;2017-12-31;Lucro por Ação - (Reais / Ação);0.0;N
678;21490;3.07;MIL;2017-10-01;2017-12-31;Resultado Antes dos Tributos sobre o Lucro;189842.0;S
251;21490;3.99;MIL;2018-01-01;2018-03-31;Lucro por Ação - (Reais / Ação);0.0;N
250;21490;3.11;MIL;2018-01-01;2018-03-31;Lucro/Prejuízo Consolidado do Período;129429.0;S
249;21490;3.10;MIL;2018-01-01;2018-03-31;Resultado Líquido de Operações Descontinuadas;0.0;S
248;21490;3.09;MIL;2018-01-01;2018-03-31;Resultado Líquido das Operações Continuadas;129429.0;S
247;21490;3.08;MIL;2018-01-01;2018-03-31;Imposto de Renda e Contribuição Social sobre o Lucro;-42131.0;S
241;21490;3.02;MIL;2018-01-01;2018-03-31;Custo dos Bens e/ou Serviços Vendidos;-122118.0;S
245;21490;3.06;MIL;2018-01-01;2018-03-31;Resultado Financeiro;-62167.0;S
244;21490;3.05;MIL;2018-01-01;2018-03-31;Resultado Antes do Resultado Financeiro e dos Tributos;233727.0;S
240;21490;3.01;MIL;2018-01-01;2018-03-31;Receita de Venda de Bens e/ou Serviços;365505.0;S
246;21490;3.07;MIL;2018-01-01;2018-03-31;Resultado Antes dos Tributos sobre o Lucro;171560.0;S
243;21490;3.04;MIL;2018-01-01;2018-03-31;Despesas/Receitas Operacionais;-9660.0;S
242;21490;3.03;MIL;2018-01-01;2018-03-31;Resultado Bruto;243387.0;S
263;21490;3.99;MIL;2018-04-01;2018-06-30;Lucro por Ação - (Reais / Ação);0.0;N
262;21490;3.11;MIL;2018-04-01;2018-06-30;Lucro/Prejuízo Consolidado do Período;252829.0;S
261;21490;3.10;MIL;2018-04-01;2018-06-30;Resultado Líquido de Operações Descontinuadas;0.0;S
260;21490;3.09;MIL;2018-04-01;2018-06-30;Resultado Líquido das Operações Continuadas;252829.0;S
259;21490;3.08;MIL;2018-04-01;2018-06-30;Imposto de Renda e Contribuição Social sobre o Lucro;-60263.0;S
258;21490;3.07;MIL;2018-04-01;2018-06-30;Resultado Antes dos Tributos sobre o Lucro;313092.0;S
257;21490;3.06;MIL;2018-04-01;2018-06-30;Resultado Financeiro;-58878.0;S
256;21490;3.05;MIL;2018-04-01;2018-06-30;Resultado Antes do Resultado Financeiro e dos Tributos;371970.0;S
255;21490;3.04;MIL;2018-04-01;2018-06-30;Despesas/Receitas Operacionais;-14873.0;S
254;21490;3.03;MIL;2018-04-01;2018-06-30;Resultado Bruto;386843.0;S
253;21490;3.02;MIL;2018-04-01;2018-06-30;Custo dos Bens e/ou Serviços Vendidos;-126678.0;S
252;21490;3.01;MIL;2018-04-01;2018-06-30;Receita de Venda de Bens e/ou Serviços;513521.0;S
275;21490;3.99;MIL;2018-07-01;2018-09-30;Lucro por Ação - (Reais / Ação);0.0;N
274;21490;3.11;MIL;2018-07-01;2018-09-30;Lucro/Prejuízo Consolidado do Período;302150.0;S
273;21490;3.10;MIL;2018-07-01;2018-09-30;Resultado Líquido de Operações Descontinuadas;0.0;S
272;21490;3.09;MIL;2018-07-01;2018-09-30;Resultado Líquido das Operações Continuadas;302150.0;S
270;21490;3.07;MIL;2018-07-01;2018-09-30;Resultado Antes dos Tributos sobre o Lucro;368804.0;S
271;21490;3.08;MIL;2018-07-01;2018-09-30;Imposto de Renda e Contribuição Social sobre o Lucro;-66654.0;S
268;21490;3.05;MIL;2018-07-01;2018-09-30;Resultado Antes do Resultado Financeiro e dos Tributos;444105.0;S
267;21490;3.04;MIL;2018-07-01;2018-09-30;Despesas/Receitas Operacionais;-10306.0;S
266;21490;3.03;MIL;2018-07-01;2018-09-30;Resultado Bruto;454411.0;S
265;21490;3.02;MIL;2018-07-01;2018-09-30;Custo dos Bens e/ou Serviços Vendidos;-146357.0;S
264;21490;3.01;MIL;2018-07-01;2018-09-30;Receita de Venda de Bens e/ou Serviços;600768.0;S
269;21490;3.06;MIL;2018-07-01;2018-09-30;Resultado Financeiro;-75301.0;S
715;21490;3.08;MIL;2018-10-01;2018-12-31;Imposto de Renda e Contribuição Social sobre o Lucro;-6384.0;S
718;21490;3.11;MIL;2018-10-01;2018-12-31;Lucro/Prejuízo Consolidado do Período;66382.0;S
717;21490;3.10;MIL;2018-10-01;2018-12-31;Resultado Líquido de Operações Descontinuadas;0.0;S
714;21490;3.07;MIL;2018-10-01;2018-12-31;Resultado Antes dos Tributos sobre o Lucro;72766.0;S
716;21490;3.09;MIL;2018-10-01;2018-12-31;Resultado Líquido das Operações Continuadas;66382.0;S
712;21490;3.05;MIL;2018-10-01;2018-12-31;Resultado Antes do Resultado Financeiro e dos Tributos;143267.0;S
711;21490;3.04;MIL;2018-10-01;2018-12-31;Despesas/Receitas Operacionais;-41208.0;S
710;21490;3.03;MIL;2018-10-01;2018-12-31;Resultado Bruto;184475.0;S
709;21490;3.02;MIL;2018-10-01;2018-12-31;Custo dos Bens e/ou Serviços Vendidos;-218640.0;S
719;21490;3.99;MIL;2018-10-01;2018-12-31;Lucro por Ação - (Reais / Ação);0.0;N
713;21490;3.06;MIL;2018-10-01;2018-12-31;Resultado Financeiro;-70501.0;S
708;21490;3.01;MIL;2018-10-01;2018-12-31;Receita de Venda de Bens e/ou Serviços;403115.0;S
276;21490;3.01;MIL;2019-01-01;2019-03-31;Receita de Venda de Bens e/ou Serviços;1145795.0;S
286;21490;3.11;MIL;2019-01-01;2019-03-31;Lucro/Prejuízo Consolidado do Período;646921.0;S
285;21490;3.10;MIL;2019-01-01;2019-03-31;Resultado Líquido de Operações Descontinuadas;0.0;S
284;21490;3.09;MIL;2019-01-01;2019-03-31;Resultado Líquido das Operações Continuadas;646921.0;S
283;21490;3.08;MIL;2019-01-01;2019-03-31;Imposto de Renda e Contribuição Social sobre o Lucro;-103309.0;S
282;21490;3.07;MIL;2019-01-01;2019-03-31;Resultado Antes dos Tributos sobre o Lucro;750230.0;S
281;21490;3.06;MIL;2019-01-01;2019-03-31;Resultado Financeiro;-57820.0;S
280;21490;3.05;MIL;2019-01-01;2019-03-31;Resultado Antes do Resultado Financeiro e dos Tributos;808050.0;S
279;21490;3.04;MIL;2019-01-01;2019-03-31;Despesas/Receitas Operacionais;30680.0;S
278;21490;3.03;MIL;2019-01-01;2019-03-31;Resultado Bruto;777370.0;S
277;21490;3.02;MIL;2019-01-01;2019-03-31;Custo dos Bens e/ou Serviços Vendidos;-368425.0;S
287;21490;3.99;MIL;2019-01-01;2019-03-31;Lucro por Ação - (Reais / Ação);0.0;N
292;21490;3.05;MIL;2019-04-01;2019-06-30;Resultado Antes do Resultado Financeiro e dos Tributos;410680.0;S
289;21490;3.02;MIL;2019-04-01;2019-06-30;Custo dos Bens e/ou Serviços Vendidos;-347367.0;S
290;21490;3.03;MIL;2019-04-01;2019-06-30;Resultado Bruto;470499.0;S
291;21490;3.04;MIL;2019-04-01;2019-06-30;Despesas/Receitas Operacionais;-59819.0;S
293;21490;3.06;MIL;2019-04-01;2019-06-30;Resultado Financeiro;-61134.0;S
299;21490;3.99;MIL;2019-04-01;2019-06-30;Lucro por Ação - (Reais / Ação);0.0;N
295;21490;3.08;MIL;2019-04-01;2019-06-30;Imposto de Renda e Contribuição Social sobre o Lucro;-104674.0;S
296;21490;3.09;MIL;2019-04-01;2019-06-30;Resultado Líquido das Operações Continuadas;244872.0;S
297;21490;3.10;MIL;2019-04-01;2019-06-30;Resultado Líquido de Operações Descontinuadas;0.0;S
298;21490;3.11;MIL;2019-04-01;2019-06-30;Lucro/Prejuízo Consolidado do Período;244872.0;S
294;21490;3.07;MIL;2019-04-01;2019-06-30;Resultado Antes dos Tributos sobre o Lucro;349546.0;S
288;21490;3.01;MIL;2019-04-01;2019-06-30;Receita de Venda de Bens e/ou Serviços;817866.0;S
305;21490;3.06;MIL;2019-07-01;2019-09-30;Resultado Financeiro;-70971.0;S
304;21490;3.05;MIL;2019-07-01;2019-09-30;Resultado Antes do Resultado Financeiro e dos Tributos;593238.0;S
302;21490;3.03;MIL;2019-07-01;2019-09-30;Resultado Bruto;601354.0;S
303;21490;3.04;MIL;2019-07-01;2019-09-30;Despesas/Receitas Operacionais;-8116.0;S
306;21490;3.07;MIL;2019-07-01;2019-09-30;Resultado Antes dos Tributos sobre o Lucro;522267.0;S
307;21490;3.08;MIL;2019-07-01;2019-09-30;Imposto de Renda e Contribuição Social sobre o Lucro;-121023.0;S
308;21490;3.09;MIL;2019-07-01;2019-09-30;Resultado Líquido das Operações Continuadas;401244.0;S
309;21490;3.10;MIL;2019-07-01;2019-09-30;Resultado Líquido de Operações Descontinuadas;0.0;S
310;21490;3.11;MIL;2019-07-01;2019-09-30;Lucro/Prejuízo Consolidado do Período;401244.0;S
301;21490;3.02;MIL;2019-07-01;2019-09-30;Custo dos Bens e/ou Serviços Vendidos;-657672.0;S
311;21490;3.99;MIL;2019-07-01;2019-09-30;Lucro por Ação - (Reais / Ação);0.0;N
300;21490;3.01;MIL;2019-07-01;2019-09-30;Receita de Venda de Bens e/ou Serviços;1259026.0;S
746;21490;3.03;MIL;2019-10-01;2019-12-31;Resultado Bruto;617545.0;S
747;21490;3.04;MIL;2019-10-01;2019-12-31;Despesas/Receitas Operacionais;15260.0;S
748;21490;3.05;MIL;2019-10-01;2019-12-31;Resultado Antes do Resultado Financeiro e dos Tributos;632805.0;S
755;21490;3.99;MIL;2019-10-01;2019-12-31;Lucro por Ação - (Reais / Ação);0.0;N
754;21490;3.11;MIL;2019-10-01;2019-12-31;Lucro/Prejuízo Consolidado do Período;348360.0;S
744;21490;3.01;MIL;2019-10-01;2019-12-31;Receita de Venda de Bens e/ou Serviços;1369412.0;S
753;21490;3.10;MIL;2019-10-01;2019-12-31;Resultado Líquido de Operações Descontinuadas;0.0;S
749;21490;3.06;MIL;2019-10-01;2019-12-31;Resultado Financeiro;-72581.0;S
745;21490;3.02;MIL;2019-10-01;2019-12-31;Custo dos Bens e/ou Serviços Vendidos;-751867.0;S
752;21490;3.09;MIL;2019-10-01;2019-12-31;Resultado Líquido das Operações Continuadas;348360.0;S
751;21490;3.08;MIL;2019-10-01;2019-12-31;Imposto de Renda e Contribuição Social sobre o Lucro;-211864.0;S
750;21490;3.07;MIL;2019-10-01;2019-12-31;Resultado Antes dos Tributos sobre o Lucro;560224.0;S
312;21490;3.01;MIL;2020-01-01;2020-03-31;Receita de Venda de Bens e/ou Serviços;1216927.0;S
313;21490;3.02;MIL;2020-01-01;2020-03-31;Custo dos Bens e/ou Serviços Vendidos;-604040.0;S
314;21490;3.03;MIL;2020-01-01;2020-03-31;Resultado Bruto;612887.0;S
315;21490;3.04;MIL;2020-01-01;2020-03-31;Despesas/Receitas Operacionais;-31087.0;S
316;21490;3.05;MIL;2020-01-01;2020-03-31;Resultado Antes do Resultado Financeiro e dos Tributos;581800.0;S
317;21490;3.06;MIL;2020-01-01;2020-03-31;Resultado Financeiro;-92270.0;S
318;21490;3.07;MIL;2020-01-01;2020-03-31;Resultado Antes dos Tributos sobre o Lucro;489530.0;S
319;21490;3.08;MIL;2020-01-01;2020-03-31;Imposto de Renda e Contribuição Social sobre o Lucro;-111997.0;S
321;21490;3.10;MIL;2020-01-01;2020-03-31;Resultado Líquido de Operações Descontinuadas;0.0;S
322;21490;3.11;MIL;2020-01-01;2020-03-31;Lucro/Prejuízo Consolidado do Período;377533.0;S
323;21490;3.99;MIL;2020-01-01;2020-03-31;Lucro por Ação - (Reais / Ação);0.0;N
320;21490;3.09;MIL;2020-01-01;2020-03-31;Resultado Líquido das Operações Continuadas;377533.0;S
335;21490;3.99;MIL;2020-04-01;2020-06-30;Lucro por Ação - (Reais / Ação);0.0;N
333;21490;3.10;MIL;2020-04-01;2020-06-30;Resultado Líquido de Operações Descontinuadas;0.0;S
332;21490;3.09;MIL;2020-04-01;2020-06-30;Resultado Líquido das Operações Continuadas;197977.0;S
331;21490;3.08;MIL;2020-04-01;2020-06-30;Imposto de Renda e Contribuição Social sobre o Lucro;-105085.0;S
330;21490;3.07;MIL;2020-04-01;2020-06-30;Resultado Antes dos Tributos sobre o Lucro;303062.0;S
334;21490;3.11;MIL;2020-04-01;2020-06-30;Lucro/Prejuízo Consolidado do Período;197977.0;S
328;21490;3.05;MIL;2020-04-01;2020-06-30;Resultado Antes do Resultado Financeiro e dos Tributos;372133.0;S
324;21490;3.01;MIL;2020-04-01;2020-06-30;Receita de Venda de Bens e/ou Serviços;1026976.0;S
325;21490;3.02;MIL;2020-04-01;2020-06-30;Custo dos Bens e/ou Serviços Vendidos;-623099.0;S
329;21490;3.06;MIL;2020-04-01;2020-06-30;Resultado Financeiro;-69071.0;S
327;21490;3.04;MIL;2020-04-01;2020-06-30;Despesas/Receitas Operacionais;-31744.0;S
326;21490;3.03;MIL;2020-04-01;2020-06-30;Resultado Bruto;403877.0;S
347;21490;3.99;MIL;2020-07-01;2020-09-30;Lucro por Ação - (Reais / Ação);0.0;N
346;21490;3.11;MIL;2020-07-01;2020-09-30;Lucro/Prejuízo Consolidado do Período;447082.0;S
345;21490;3.10;MIL;2020-07-01;2020-09-30;Resultado Líquido de Operações Descontinuadas;0.0;S
337;21490;3.02;MIL;2020-07-01;2020-09-30;Custo dos Bens e/ou Serviços Vendidos;-769661.0;S
343;21490;3.08;MIL;2020-07-01;2020-09-30;Imposto de Renda e Contribuição Social sobre o Lucro;-155754.0;S
342;21490;3.07;MIL;2020-07-01;2020-09-30;Resultado Antes dos Tributos sobre o Lucro;602836.0;S
341;21490;3.06;MIL;2020-07-01;2020-09-30;Resultado Financeiro;-97114.0;S
340;21490;3.05;MIL;2020-07-01;2020-09-30;Resultado Antes do Resultado Financeiro e dos Tributos;699950.0;S
339;21490;3.04;MIL;2020-07-01;2020-09-30;Despesas/Receitas Operacionais;-21712.0;S
338;21490;3.03;MIL;2020-07-01;2020-09-30;Resultado Bruto;721662.0;S
344;21490;3.09;MIL;2020-07-01;2020-09-30;Resultado Líquido das Operações Continuadas;447082.0;S
336;21490;3.01;MIL;2020-07-01;2020-09-30;Receita de Venda de Bens e/ou Serviços;1491323.0;S
781;21490;3.02;MIL;2020-10-01;2020-12-31;Custo dos Bens e/ou Serviços Vendidos;-702755.0;S
791;21490;3.99;MIL;2020-10-01;2020-12-31;Lucro por Ação - (Reais / Ação);0.0;N
790;21490;3.11;MIL;2020-10-01;2020-12-31;Lucro/Prejuízo Consolidado do Período;1032913.0;S
789;21490;3.10;MIL;2020-10-01;2020-12-31;Resultado Líquido de Operações Descontinuadas;0.0;S
788;21490;3.09;MIL;2020-10-01;2020-12-31;Resultado Líquido das Operações Continuadas;1032913.0;S
787;21490;3.08;MIL;2020-10-01;2020-12-31;Imposto de Renda e Contribuição Social sobre o Lucro;-428474.0;S
780;21490;3.01;MIL;2020-10-01;2020-12-31;Receita de Venda de Bens e/ou Serviços;2405519.0;S
785;21490;3.06;MIL;2020-10-01;2020-12-31;Resultado Financeiro;-203284.0;S
784;21490;3.05;MIL;2020-10-01;2020-12-31;Resultado Antes do Resultado Financeiro e dos Tributos;1664671.0;S
783;21490;3.04;MIL;2020-10-01;2020-12-31;Despesas/Receitas Operacionais;-38093.0;S
782;21490;3.03;MIL;2020-10-01;2020-12-31;Resultado Bruto;1702764.0;S
786;21490;3.07;MIL;2020-10-01;2020-12-31;Resultado Antes dos Tributos sobre o Lucro;1461387.0;S
358;21490;3.11;MIL;2021-01-01;2021-03-31;Lucro/Prejuízo Consolidado do Período;660887.0;S
349;21490;3.02;MIL;2021-01-01;2021-03-31;Custo dos Bens e/ou Serviços Vendidos;-498916.0;S
350;21490;3.03;MIL;2021-01-01;2021-03-31;Resultado Bruto;1102558.0;S
351;21490;3.04;MIL;2021-01-01;2021-03-31;Despesas/Receitas Operacionais;-23873.0;S
352;21490;3.05;MIL;2021-01-01;2021-03-31;Resultado Antes do Resultado Financeiro e dos Tributos;1078685.0;S
353;21490;3.06;MIL;2021-01-01;2021-03-31;Resultado Financeiro;-210110.0;S
354;21490;3.07;MIL;2021-01-01;2021-03-31;Resultado Antes dos Tributos sobre o Lucro;868575.0;S
355;21490;3.08;MIL;2021-01-01;2021-03-31;Imposto de Renda e Contribuição Social sobre o Lucro;-207688.0;S
356;21490;3.09;MIL;2021-01-01;2021-03-31;Resultado Líquido das Operações Continuadas;660887.0;S
357;21490;3.10;MIL;2021-01-01;2021-03-31;Resultado Líquido de Operações Descontinuadas;0.0;S
348;21490;3.01;MIL;2021-01-01;2021-03-31;Receita de Venda de Bens e/ou Serviços;1601474.0;S
359;21490;3.99;MIL;2021-01-01;2021-03-31;Lucro por Ação - (Reais / Ação);0.0;N
360;21490;3.01;MIL;2021-04-01;2021-06-30;Receita de Venda de Bens e/ou Serviços;1337141.0;S
361;21490;3.02;MIL;2021-04-01;2021-06-30;Custo dos Bens e/ou Serviços Vendidos;-229551.0;S
362;21490;3.03;MIL;2021-04-01;2021-06-30;Resultado Bruto;1107590.0;S
363;21490;3.04;MIL;2021-04-01;2021-06-30;Despesas/Receitas Operacionais;-7457.0;S
364;21490;3.05;MIL;2021-04-01;2021-06-30;Resultado Antes do Resultado Financeiro e dos Tributos;1100133.0;S
365;21490;3.06;MIL;2021-04-01;2021-06-30;Resultado Financeiro;-201135.0;S
366;21490;3.07;MIL;2021-04-01;2021-06-30;Resultado Antes dos Tributos sobre o Lucro;898998.0;S
367;21490;3.08;MIL;2021-04-01;2021-06-30;Imposto de Renda e Contribuição Social sobre o Lucro;-222510.0;S
368;21490;3.09;MIL;2021-04-01;2021-06-30;Resultado Líquido das Operações Continuadas;676488.0;S
369;21490;3.10;MIL;2021-04-01;2021-06-30;Resultado Líquido de Operações Descontinuadas;0.0;S
370;21490;3.11;MIL;2021-04-01;2021-06-30;Lucro/Prejuízo Consolidado do Período;676488.0;S
371;21490;3.99;MIL;2021-04-01;2021-06-30;Lucro por Ação - (Reais / Ação);0.0;N
383;21490;3.99;MIL;2021-07-01;2021-09-30;Lucro por Ação - (Reais / Ação);0.0;N
373;21490;3.02;MIL;2021-07-01;2021-09-30;Custo dos Bens e/ou Serviços Vendidos;-330583.0;S
382;21490;3.11;MIL;2021-07-01;2021-09-30;Lucro/Prejuízo Consolidado do Período;429032.0;S
381;21490;3.10;MIL;2021-07-01;2021-09-30;Resultado Líquido de Operações Descontinuadas;0.0;S
380;21490;3.09;MIL;2021-07-01;2021-09-30;Resultado Líquido das Operações Continuadas;429032.0;S
379;21490;3.08;MIL;2021-07-01;2021-09-30;Imposto de Renda e Contribuição Social sobre o Lucro;-141599.0;S
372;21490;3.01;MIL;2021-07-01;2021-09-30;Receita de Venda de Bens e/ou Serviços;1167652.0;S
377;21490;3.06;MIL;2021-07-01;2021-09-30;Resultado Financeiro;-287747.0;S
376;21490;3.05;MIL;2021-07-01;2021-09-30;Resultado Antes do Resultado Financeiro e dos Tributos;858378.0;S
375;21490;3.04;MIL;2021-07-01;2021-09-30;Despesas/Receitas Operacionais;21309.0;S
374;21490;3.03;MIL;2021-07-01;2021-09-30;Resultado Bruto;837069.0;S
378;21490;3.07;MIL;2021-07-01;2021-09-30;Resultado Antes dos Tributos sobre o Lucro;570631.0;S
819;21490;3.04;MIL;2021-10-01;2021-12-31;Despesas/Receitas Operacionais;-44549.0;S
820;21490;3.05;MIL;2021-10-01;2021-12-31;Resultado Antes do Resultado Financeiro e dos Tributos;742816.0;S
821;21490;3.06;MIL;2021-10-01;2021-12-31;Resultado Financeiro;-216553.0;S
822;21490;3.07;MIL;2021-10-01;2021-12-31;Resultado Antes dos Tributos sobre o Lucro;526263.0;S
824;21490;3.09;MIL;2021-10-01;2021-12-31;Resultado Líquido das Operações Continuadas;356409.0;S
818;21490;3.03;MIL;2021-10-01;2021-12-31;Resultado Bruto;787365.0;S
825;21490;3.10;MIL;2021-10-01;2021-12-31;Resultado Líquido de Operações Descontinuadas;0.0;S
826;21490;3.11;MIL;2021-10-01;2021-12-31;Lucro/Prejuízo Consolidado do Período;356409.0;S
817;21490;3.02;MIL;2021-10-01;2021-12-31;Custo dos Bens e/ou Serviços Vendidos;-340576.0;S
827;21490;3.99;MIL;2021-10-01;2021-12-31;Lucro por Ação - (Reais / Ação);0.0;N
823;21490;3.08;MIL;2021-10-01;2021-12-31;Imposto de Renda e Contribuição Social sobre o Lucro;-169854.0;S
816;21490;3.01;MIL;2021-10-01;2021-12-31;Receita de Venda de Bens e/ou Serviços;1127941.0;S
394;21490;3.11;MIL;2022-01-01;2022-03-31;Lucro/Prejuízo Consolidado do Período;738879.0;S
393;21490;3.10;MIL;2022-01-01;2022-03-31;Resultado Líquido de Operações Descontinuadas;0.0;S
392;21490;3.09;MIL;2022-01-01;2022-03-31;Resultado Líquido das Operações Continuadas;738879.0;S
385;21490;3.02;MIL;2022-01-01;2022-03-31;Custo dos Bens e/ou Serviços Vendidos;-170289.0;S
390;21490;3.07;MIL;2022-01-01;2022-03-31;Resultado Antes dos Tributos sobre o Lucro;867728.0;S
389;21490;3.06;MIL;2022-01-01;2022-03-31;Resultado Financeiro;-225308.0;S
388;21490;3.05;MIL;2022-01-01;2022-03-31;Resultado Antes do Resultado Financeiro e dos Tributos;1093036.0;S
387;21490;3.04;MIL;2022-01-01;2022-03-31;Despesas/Receitas Operacionais;-17195.0;S
